id,name,name_ja,name_en,location,location_ja,location_en,image_url,image_source_url,image_license,image_credit,image_note,plan_url,section_url,concept,concept_ja,concept_en,keywords,keywords_ja,keywords_en,source_url,year,architect,status
CASE-030,Mabi Reconstruction Disaster Prevention Park Bamboo Gate,Mabi Reconstruction Disaster Prevention Park Bamboo Gate,Mabi Reconstruction Disaster Prevention Park Bamboo Gate,Kurashiki Japan,Kurashiki 日本,Kurashiki Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: KKAA and article media found but no reusable license confirmed; Commons and Openverse found no exact image.,,,社区设施与防灾备蓄仓库通过竹构大屋檐连接，回应灾后重建与日常交流。,復興公園の中に防災、記憶、地域活動を受け止める場を置いた事例。平常時の利用と災害時の切り替えを考えられる。,"Mabi Reconstruction Disaster Prevention Park Bamboo Gate is a reference case for reading disaster prevention, Design topic: post-disaster复兴, communityfacility, Design topic: 竹. It can inform thesis thinking about mixed programs, operation, and place-making.",防灾|灾后复兴|社区设施|竹|平灾结合,防災|災後復興|コミュニティ施設|竹|平時利用と災害対応,disaster prevention|Design topic: post-disaster复兴|communityfacility|Design topic: 竹|Design topic: 平灾结合,https://kkaa.co.jp/en/project/mabi-reconstruction-disaster-prevention-park-bamboo-gate/,2024,Kengo Kuma and Associates,draft
CASE-031,The Tokyo Toilet,The Tokyo Toilet,The Tokyo Toilet,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/cases/case-031-the-tokyo-toilet.jpg,https://commons.wikimedia.org/wiki/File:Tokyo_Toilet_Project_04.jpg,CC BY-SA 4.0,Mr.Asylum,Wikimedia Commons verified cover,,,17处公共厕所通过建筑和维护改善安全、卫生、无障碍和城市步行体验。,公共トイレを街の小さな建築として更新するプロジェクト。安全、可視性、バリアフリー、デザインの関係を比較できる。,"The Tokyo Toilet is a reference case for reading public toilet, safety, Design topic: 无障碍, park. It can inform thesis thinking about mixed programs, operation, and place-making.",公共厕所|安全|无障碍|公园|步行,公共トイレ|安全|バリアフリー|公園|歩行,public toilet|safety|Design topic: 无障碍|park|Design topic: 步行,https://tokyotoilet.jp/en/,2023,Multiple architects and designers,published
CASE-032,Paper Partition System East Japan Earthquake,Paper Partition System East Japan Earthquake,Paper Partition System East Japan Earthquake,Japan,日本,Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: Commons and Openverse found no exact reusable image; Piyon article uses non-commercial terms and secondary sources.,,,以纸管和布帘在体育馆避难所中快速形成家庭边界，回应隐私和尊严问题。,避難所に紙管の間仕切りを展開し、生活のプライバシーを確保する仮設システム。軽さ、運搬、組み立てを比較できる。,"Paper Partition System East Japan Earthquake is a reference case for reading disaster prevention, evacuation, Design topic: 隐私, Design topic: 临时系统. It can inform thesis thinking about mixed programs, operation, and place-making.",防灾|避难|隐私|临时系统|纸管,防災|避難|プライバシー|仮設システム|紙管,disaster prevention|evacuation|Design topic: 隐私|Design topic: 临时系统|Design topic: 纸管,https://shigerubanarchitects.com/works/paper-tubes/paper-partition-system4/,2011,Shigeru Ban Architects,draft
CASE-033,Yu no Eki Ohyu,Yu no Eki Ohyu,Yu no Eki Ohyu,Kazuno Japan,Kazuno 日本,Kazuno Japan,/images/graduation/cases/case-033-yu-no-eki-ohyu.jpg,https://commons.wikimedia.org/wiki/File:Roadside_Station_Oyu_20180915a.jpg,CC BY-SA 4.0,Photo: 掬茶 / Wikimedia Commons,Source-safe image review 2026-07-04: exact Oyu roadside station image confirmed through Wikimedia Commons metadata.,,,店铺、咖啡、露天剧场、公园、足汤和生态水景被放在同一大屋顶下。,温泉街の足湯、食、観光案内を組み合わせた小さな滞在拠点。短時間の休憩を地域交流へつなげる設計として読める。,"Yu no Eki Ohyu is a reference case for reading Design topic: 温泉街, Design topic: 足汤, local food, tourism. It can inform thesis thinking about mixed programs, operation, and place-making.",温泉街|足汤|地域食|旅游|健康,温泉街|足湯|地域食|観光|健康,Design topic: 温泉街|Design topic: 足汤|local food|tourism|health,https://kkaa.co.jp/en/project/yu-no-eki-ohyu/,2018,Kengo Kuma and Associates,published
CASE-034,KAIT Workshop,KAIT Workshop,KAIT Workshop,Kanagawa Japan,Kanagawa 日本,Kanagawa Japan,/images/graduation/cases/case-034-kait-workshop.jpg,https://commons.wikimedia.org/wiki/File:KAIT_Workshop_Junya_Ishigami_internal_view.JPG,CC BY-SA 3.0,Epiq,Wikimedia Commons verified cover,,,以一室空间和细柱林支持学生自由制作、学习与偶发交流，弱化固定功能边界。,細い柱とガラスで構成された開放工房。制作、移動、視線が自由に交差し、学生の作業が互いに見える学習環境を読める。,"KAIT Workshop is a reference case for reading openworkshop, Design topic: 学生, making, learning. It can inform thesis thinking about mixed programs, operation, and place-making.",开放工坊|学生|制作|学习|灵活空间,開放工房|学生|制作|学習|柔軟な空間,openworkshop|Design topic: 学生|making|learning|Design topic: 灵活space,https://en.kait.jp/facilities/kait-workshop.html,2008,Junya Ishigami and Associates,published
CASE-035,Kashiwa-no-ha Open Innovation Lab,Kashiwa-no-ha Open Innovation Lab,Kashiwa-no-ha Open Innovation Lab,Kashiwa Japan,Kashiwa 日本,Kashiwa Japan,/images/graduation/cases/case-035-kashiwa-no-ha-open-innovation-lab.jpg,https://commons.wikimedia.org/wiki/File:KOIL_GARDEN.jpg,CC0,Photo: Souka Kinmei / Wikimedia Commons,Source-safe image review 2026-07-04: same KOIL facility/garden image confirmed through Wikimedia Commons metadata.,,,创业者、研究者、学生和企业在共享办公与活动空间中进行跨领域共创。,シェアオフィス、研究、共創をつなぐ地域イノベーション拠点。仕事場に相談、発表、偶然の交流を重ねる参考になる。,"Kashiwa-no-ha Open Innovation Lab is a reference case for reading Design topic: shared办公, Design topic: 创业, Design topic: 共创, Design topic: 研究. It can inform thesis thinking about mixed programs, operation, and place-making.",共享办公|创业|共创|研究|地方创新,シェアオフィス|起業|共創|研究|地域イノベーション,Design topic: shared办公|Design topic: 创业|Design topic: 共创|Design topic: 研究|Design topic: local创新,https://www.koil.jp/?lang=en,2014,Naruse Inokuma Architects,published
CASE-036,Tama Art University Library,Tama Art University Library,Tama Art University Library,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/cases/case-036-tama-art-university-library.jpg,https://commons.wikimedia.org/wiki/File:Tama_Art_University_Library.JPG,CC BY-SA 4.0,Wiiii / Wikimedia Commons,,,,艺术大学图书馆以拱形连续空间支持阅读、放松、研究和创作灵感。,アーチ状の構造が連続する大学図書館。静かな学習、創作前の調査、開放的な通り抜けが同居する空間を比較できる。,"Tama Art University Library is a reference case for reading library, Design topic: art大学, learning, creative production. It can inform thesis thinking about mixed programs, operation, and place-making.",图书馆|艺术大学|学习|创作|开放空间,図書館|アート大学|学習|創作|開放空間,library|Design topic: art大学|learning|creative production|openspace,https://www.tamabi.ac.jp/en/about/library/,2007,Toyo Ito and Associates,published
CASE-037,Home-for-All Rikuzentakata,Home-for-All Rikuzentakata,Home-for-All Rikuzentakata,Rikuzentakata Japan,Rikuzentakata 日本,Rikuzentakata Japan,/images/graduation/case-placeholder.svg,,,,"Image review 2026-07-04: Commons/Openverse results were Venice Biennale exhibition or model photos, not built Rikuzentakata project cover.",,,灾后小型共同客厅为失去家园的人提供聚会、交谈和恢复日常的空间。,災後の地域に置かれた共同リビング。食事、会話、記憶の共有を通じて、人が集まり直す小さな公共性を読める。,"Home-for-All Rikuzentakata is a reference case for reading Design topic: post-disaster复兴, shared living room, wooden, community. It can inform thesis thinking about mixed programs, operation, and place-making.",灾后复兴|共同客厅|木造|社区|记忆,災後復興|共同リビング|木造|コミュニティ|記憶,Design topic: post-disaster复兴|shared living room|wooden|community|Design topic: 记忆,https://www.home-for-all.org/about,2012,"Toyo Ito, Kumiko Inui, Sou Fujimoto, Akihisa Hirata",draft
CASE-038,BONUS TRACK Shimokitazawa,BONUS TRACK Shimokitazawa,BONUS TRACK Shimokitazawa,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/cases/case-038-bonus-track-shimokitazawa.jpg,https://www.mdpi.com/2071-1050/17/17/7583,CC BY 4.0,Photo by morinakayasuaki via Hiroki Nakajima / MDPI Sustainability,Source-safe image review 2026-07-04: exact Bonus Track photo accepted from MDPI open-access article under CC BY 4.0.,,,旧铁路用地变成小店创业和街区交流空间，保留低层、可逛、可参与的街区气质。,旧鉄道用地に小さな店舗と活動を並べた街区更新。大規模開発ではなく、小商いと歩行で場所を育てる方法を読める。,"BONUS TRACK Shimokitazawa is a reference case for reading Design topic: 旧铁路用地, Design topic: 小店创业, neighborhoodrenewal, Design topic: 步行. It can inform thesis thinking about mixed programs, operation, and place-making.",旧铁路用地|小店创业|街区更新|步行|社区商业,旧鉄道用地|小店舗起業|街区更新|歩行|コミュニティ商業,Design topic: 旧铁路用地|Design topic: 小店创业|neighborhoodrenewal|Design topic: 步行|Design topic: community商业,https://tbma.jp/en/works/bonus-track/,2020,TSUBAME ARCHITECTS,published
CASE-039,MIKAN SHIMOKITA,MIKAN SHIMOKITA,MIKAN SHIMOKITA,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/cases/case-039-mikan-shimokita.jpg,https://commons.wikimedia.org/wiki/File:%E5%95%86%E6%A5%AD%E6%96%BD%E8%A8%AD%E3%80%8C%E3%83%9F%E3%82%AB%E3%83%B3%E4%B8%8B%E5%8C%97%E3%80%8D.jpg,CC0,Photo: Souka Kinmei / Wikimedia Commons,Image review 2026-07-04: accepted exact MIKAN SHIMOKITA commercial facility image via Wikimedia Commons CC0.,,,高架下商业与工作空间以未完成感和可变骨架回应下北泽的街区文化。,高架下に商業、シェアオフィス、街区文化を重ねた事例。雨を避けられる線状空間を日常的な滞在と仕事の場へ変えている。,"MIKAN SHIMOKITA is a reference case for reading Design topic: 高架下, Design topic: 商业, Design topic: shared办公, neighborhoodculture. It can inform thesis thinking about mixed programs, operation, and place-making.",高架下|商业|共享办公|街区文化|可变空间,高架下|商業|シェアオフィス|街区文化|可変空間,Design topic: 高架下|Design topic: 商业|Design topic: shared办公|neighborhoodculture|Design topic: 可变space,https://tjda.com/en/projects/mikan-shimokita/,2022,Taiju Yamashita Design and Associates,published
CASE-040,MIYASHITA PARK,MIYASHITA PARK,MIYASHITA PARK,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/cases/case-040-miyashita-park.jpg,https://commons.wikimedia.org/wiki/File:Miyashita_Park_on_a_sunny_day_13.jpg,CC0,Syced / Wikimedia Commons,,,,屋上公园、商业和酒店叠合，重新讨论高密度城市中公共空间与商业的关系。,「MIYASHITA PARK」は、屋上公園・商業複合・運動・公共性の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"MIYASHITA PARK is a reference case for reading Design topic: 屋上park, Design topic: 商业复合, Design topic: 运动, publicness. It can inform thesis thinking about mixed programs, operation, and place-making.",屋上公园|商业复合|运动|公共性|无障碍,屋上公園|商業複合|運動|公共性|バリアフリー,Design topic: 屋上park|Design topic: 商业复合|Design topic: 运动|publicness|Design topic: 无障碍,https://www.nikken.co.jp/en/projects/urban_design_and_planning/miyashita_park.html,2020,Nikken Sekkei,published
CASE-041,Inujima Seirensho Art Museum,Inujima Seirensho Art Museum,Inujima Seirensho Art Museum,Okayama Japan,Okayama 日本,Okayama Japan,/images/graduation/cases/case-041-inujima-seirensho-art-museum.jpg,https://commons.wikimedia.org/wiki/File:Inujima_Seirensho_Art_Museum_(8918114910).jpg,CC BY-SA 2.0,KimonBerlin / Wikimedia Commons,,,,旧铜精炼所遗构被保存并转化为艺术和环境体验，展示工业遗产再生的空间可能。,旧精錬所の遺構を、アートと環境体験の場へ転用した事例。産業遺産を壊さず、場所の記憶を新しい公共体験に変えている。,"Inujima Seirensho Art Museum is a reference case for reading Design topic: 工业heritage, art, environmental education, Design topic: 离岛. It can inform thesis thinking about mixed programs, operation, and place-making.",工业遗产|艺术|环境教育|离岛|再利用,産業遺産|アート|環境教育|離島|再利用,Design topic: 工业heritage|art|environmental education|Design topic: 离岛|reuse,https://benesse-artsite.jp/en/art/seirensho.html,2008,Hiroshi Sambuichi,published
CASE-042,Nasushiobara City Library Miruru,Nasushiobara City Library Miruru,Nasushiobara City Library Miruru,Nasushiobara Japan,Nasushiobara 日本,Nasushiobara Japan,/images/graduation/cases/case-042-nasushiobara-city-library-miruru.jpg,https://commons.wikimedia.org/wiki/File:Nasushiobara_Library_Miruru_1.jpg,CC BY-SA 4.0,Miyuki Meinaka,Wikimedia Commons verified cover,,,车站前图书馆与广场像城市森林一样组织学习、市民活动和地方中心更新。,「Nasushiobara City Library Miruru」は、図書館・駅前・コンパクト都市・市民活動の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Nasushiobara City Library Miruru is a reference case for reading library, Design topic: station前, Design topic: 紧凑urban, citizenactivity. It can inform thesis thinking about mixed programs, operation, and place-making.",图书馆|车站前|紧凑城市|市民活动|学习,図書館|駅前|コンパクト都市|市民活動|学習,library|Design topic: station前|Design topic: 紧凑urban|citizenactivity|learning,https://www.u-a-o.jp/project/20200401/a-public-library-at-the-heart-of-a-compact-vibrant-city,2020,Mari Ito + UAo,published
CASE-043,Roadside Station Mashiko,Roadside Station Mashiko,Roadside Station Mashiko,Mashiko Japan,Mashiko 日本,Mashiko Japan,/images/graduation/cases/case-043-roadside-station-mashiko.jpg,https://commons.wikimedia.org/wiki/File:Michinoeki_Mashiko.jpg,CC BY-SA 4.0,アラツク,Wikimedia Commons verified cover,,,地方木材和土形成道之驿大屋顶，把农产销售、休息和地方象征整合在一起。,道の駅を地域食、地域木材、交通の結節点として設計した事例。地域の入口となる小さな公共建築のつくり方を比較できる。,"Roadside Station Mashiko is a reference case for reading roadside station, local food, Design topic: local木材, transport. It can inform thesis thinking about mixed programs, operation, and place-making.",道之驿|地域食|地方木材|交通|地方服务,道の駅|地域食|地域木材|交通|地域サービス,roadside station|local food|Design topic: local木材|transport|localservice,https://www.fuji-studio.jp/index_E.html#section_works_Mashiko,2016,MOUNT FUJI ARCHITECTS STUDIO,published
CASE-044,Nabeshima Shoto Park Toilet,Nabeshima Shoto Park Toilet,Nabeshima Shoto Park Toilet,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/cases/case-044-nabeshima-shoto-park-toilet.jpg,https://commons.wikimedia.org/wiki/File:Shoto_park_2302.jpg,CC BY-SA 4.0,鋸香具師,Wikimedia Commons verified cover,,,五个小木屋式公共厕所散落在公园中，以步道和木百叶改善厕所的安全感和亲近感。,「Nabeshima Shoto Park Toilet」は、公共トイレ・公園・木材・安全の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Nabeshima Shoto Park Toilet is a reference case for reading public toilet, park, Design topic: 木材, safety. It can inform thesis thinking about mixed programs, operation, and place-making.",公共厕所|公园|木材|安全|步行,公共トイレ|公園|木材|安全|歩行,public toilet|park|Design topic: 木材|safety|Design topic: 步行,https://tokyotoilet.jp/en/nabesima_park/,2021,Kengo Kuma,published
CASE-045,Teshima Art Museum,Teshima Art Museum,Teshima Art Museum,Teshima Japan,Teshima 日本,Teshima Japan,/images/graduation/cases/case-045-teshima-art-museum.jpg,https://commons.wikimedia.org/wiki/File:Exterior_of_the_Teshima_Art_Museum.jpg,CC BY-SA 4.0,Bea Phi / Wikimedia Commons,,,,低矮无柱壳体与水滴、风和场地植物共同形成艺术、自然和身体感知的空间。,「Teshima Art Museum」は、美術館・自然・離島・身体体験の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Teshima Art Museum is a reference case for reading art museum, nature, Design topic: 离岛, Design topic: 身体体验. It can inform thesis thinking about mixed programs, operation, and place-making.",美术馆|自然|离岛|身体体验|环境,美術館|自然|離島|身体体験|環境,art museum|nature|Design topic: 离岛|Design topic: 身体体验|Design topic: 环境,https://benesse-artsite.jp/en/art/teshima-artmuseum.html,2010,Ryue Nishizawa,published
CASE-046,Chichu Art Museum,Chichu Art Museum,Chichu Art Museum,Naoshima Japan,Naoshima 日本,Naoshima Japan,/images/graduation/cases/case-046-chichu-art-museum.jpg,https://commons.wikimedia.org/wiki/File:Chichu_art_museum02s2560.jpg,CC BY 2.5,663highland / Wikimedia Commons,,,,大部分埋入地下的美术馆以自然光和几何庭院回应自然景观与艺术体验。,「Chichu Art Museum」は、美術館・地下・自然光・離島の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Chichu Art Museum is a reference case for reading art museum, Design topic: 地下, Design topic: nature光, Design topic: 离岛. It can inform thesis thinking about mixed programs, operation, and place-making.",美术馆|地下|自然光|离岛|景观,美術館|地下|自然光|離島|景観,art museum|Design topic: 地下|Design topic: nature光|Design topic: 离岛|Design topic: 景观,https://benesse-artsite.jp/en/art/chichu.html,2004,Tadao Ando,published
CASE-047,Towada Art Center,Towada Art Center,Towada Art Center,Towada Japan,Towada 日本,Towada Japan,/images/graduation/cases/case-047-towada-art-center.jpg,https://commons.wikimedia.org/wiki/File:Towada_art_center.JPG,CC0,Angaurits / Wikimedia Commons,,,,分散盒子与街道结合，艺术设施成为地方城市街景再生和市民交流的核心。,「Towada Art Center」は、美術館・アート街区・地域再生・歩行の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Towada Art Center is a reference case for reading art museum, artneighborhood, localregeneration, Design topic: 步行. It can inform thesis thinking about mixed programs, operation, and place-making.",美术馆|艺术街区|地方再生|步行|市民交流,美術館|アート街区|地域再生|歩行|市民交流,art museum|artneighborhood|localregeneration|Design topic: 步行|citizenexchange,https://towadaartcenter.com/en/about/,2008,Ryue Nishizawa,published
CASE-048,Aranya Art Center,Aranya Art Center,Aranya Art Center,Qinhuangdao China,Qinhuangdao China,Qinhuangdao China,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: Commons and Openverse found no exact reusable image; official and article media license not confirmed.,,,海边社区中的艺术中心通过内向庭院和公共动线讨论艺术空间与共同体关系。,「Aranya Art Center」は、美術館・コミュニティ・海辺・精神性の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Aranya Art Center is a reference case for reading art museum, community, Design topic: 海边, Design topic: 精神性. It can inform thesis thinking about mixed programs, operation, and place-making.",美术馆|社区|海边|精神性|公共动线,美術館|コミュニティ|海辺|精神性|公共動線,art museum|community|Design topic: 海边|Design topic: 精神性|Design topic: public动线,https://neriandhu.com/en/works/the-void-aranya-art-center,2019,Neri&Hu,draft
CASE-049,Mokumoku Yuusui Toilet,Mokumoku Yuusui Toilet,Mokumoku Yuusui Toilet,Nagano Japan,Nagano 日本,Nagano Japan,/images/graduation/case-placeholder.svg,,,,,,,小型木构公共厕所与湧水公园环境结合，提示基础服务设施也能成为地方景观的一部分。,「Mokumoku Yuusui Toilet」は、公共トイレ・木構造・公園・地域景観の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Mokumoku Yuusui Toilet is a reference case for reading public toilet, Design topic: 木构, park, Design topic: local景观. It can inform thesis thinking about mixed programs, operation, and place-making.",公共厕所|木构|公园|地方景观|基础设施,公共トイレ|木構造|公園|地域景観|基盤施設,public toilet|Design topic: 木构|park|Design topic: local景观|Design topic: 基础facility,https://kkaa.co.jp/en/project/mokumoku-yuusui-toilet/,2021,Kengo Kuma and Associates,draft
CASE-050,Hisaya-odori Park,Hisaya-odori Park,Hisaya-odori Park,Nagoya Japan,Nagoya 日本,Nagoya Japan,https://upload.wikimedia.org/wikipedia/commons/5/5b/Media_Hiroba_of_Hisaya-odori_Park_and_Nagoya_TV_Tower_-_2.jpg,https://commons.wikimedia.org/wiki/File:Media_Hiroba_of_Hisaya-odori_Park_and_Nagoya_TV_Tower_-_2.jpg,CC BY-SA 4.0,KKPCW,Wikimedia Commons verified cover,,,久屋大通公园再整备把线性公园、店铺和活动场连接，形成城市中心的日常公共轴。,「Hisaya-odori Park」は、線性公園・商業複合・都市センター・歩行の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Hisaya-odori Park is a reference case for reading Design topic: 线性park, Design topic: 商业复合, urbancenter, Design topic: 步行. It can inform thesis thinking about mixed programs, operation, and place-making.",线性公园|商业复合|城市中心|步行|活动,線形公園|商業複合|都心|歩行|活動,Design topic: 线性park|Design topic: 商业复合|urbancenter|Design topic: 步行|activity,https://rhp.nagoya/,2020,Hisaya-odori Park PFI,published
CASE-051,Kadokawa Culture Museum,Kadokawa Culture Museum,Kadokawa Culture Museum,Tokorozawa Japan,Tokorozawa 日本,Tokorozawa Japan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Kadokawa_Culture_Museum.2020-03-03.jpg,https://commons.wikimedia.org/wiki/File:Kadokawa_Culture_Museum.2020-03-03.jpg,CC BY-SA 4.0,Kaijooo / Wikimedia Commons,,,,巨石般的文化博物馆把出版、艺术、动漫、图书和活动组织成郊区文化目的地。,「Kadokawa Culture Museum」は、文化複合・博物館・出版・若者文化の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Kadokawa Culture Museum is a reference case for reading cultural complex, Design topic: 博物馆, Design topic: 出版, youthculture. It can inform thesis thinking about mixed programs, operation, and place-making.",文化复合|博物馆|出版|青年文化|郊区,文化複合|博物館|出版|若者文化|郊外,cultural complex|Design topic: 博物馆|Design topic: 出版|youthculture|Design topic: 郊区,https://kkaa.co.jp/en/project/tokorozawa-sakura-town-kadokawa-culture-museum/,2020,Kengo Kuma and Associates + KAJIMA Design,published
CASE-052,Hoki Museum,Hoki Museum,Hoki Museum,Chiba Japan,Chiba 日本,Chiba Japan,https://upload.wikimedia.org/wikipedia/commons/1/16/Hoki_museum_outside_rear_001.jpg,https://commons.wikimedia.org/wiki/File:Hoki_museum_outside_rear_001.jpg,CC BY-SA 3.0,W650neco,Wikimedia Commons verified cover,,,弯曲悬挑画廊嵌入绿色环境，为写实绘画提供安静、连续且沉浸的观看空间。,「Hoki Museum」は、美術館・静か・自然・個人コレクションの関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Hoki Museum is a reference case for reading art museum, Design topic: 安静, nature, Design topic: 私人收藏. It can inform thesis thinking about mixed programs, operation, and place-making.",美术馆|安静|自然|私人收藏|疗愈,美術館|静か|自然|個人コレクション|癒やし,art museum|Design topic: 安静|nature|Design topic: 私人收藏|Design topic: 疗愈,https://www.nikken.co.jp/en/projects/cultural/hoki_museum.html,2010,Nikken Sekkei,published
CASE-053,Oita Prefectural Art Museum,Oita Prefectural Art Museum,Oita Prefectural Art Museum,Oita Japan,Oita 日本,Oita Japan,https://upload.wikimedia.org/wikipedia/commons/d/d2/Oita_OPAM_1.jpg,https://commons.wikimedia.org/wiki/File:Oita_OPAM_1.jpg,CC BY-SA 4.0,大分帰省中,Wikimedia Commons verified cover,,,开放立面和公共界面让美术馆成为城市会客厅，弱化传统美术馆的封闭感。,「Oita Prefectural Art Museum」は、美術館・開いた接地面・市民広場・地域文化の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Oita Prefectural Art Museum is a reference case for reading art museum, Design topic: open界面, Design topic: citizen广场, localculture. It can inform thesis thinking about mixed programs, operation, and place-making.",美术馆|开放界面|市民广场|地方文化|活动,美術館|開いた接地面|市民広場|地域文化|活動,art museum|Design topic: open界面|Design topic: citizen广场|localculture|activity,https://shigerubanarchitects.com/works/oita-prefectural-art-museum/,2014,Shigeru Ban Architects,published
CASE-054,Kyoto City KYOCERA Museum of Art,Kyoto City KYOCERA Museum of Art,Kyoto City KYOCERA Museum of Art,Kyoto Japan,京都 日本,Kyoto Japan,https://upload.wikimedia.org/wikipedia/commons/3/39/Kyoto-City-KYOCERA-Museum-of-Art.jpg,https://commons.wikimedia.org/wiki/File:Kyoto-City-KYOCERA-Museum-of-Art.jpg,CC BY-SA 4.0,Tokyo-Good,Wikimedia Commons verified cover,,,历史公共美术馆通过入口、广场和地下动线更新，在保留记忆的同时打开城市界面。,歴史的建築の保存と美術館更新を重ね、入口、広場、展示動線を現代化した事例。文化記憶と公共性を比較できる。,"Kyoto City KYOCERA Museum of Art is a reference case for reading Design topic: history建筑, art museumrenewal, entry, Design topic: 广场. It can inform thesis thinking about mixed programs, operation, and place-making.",历史建筑|美术馆更新|入口|广场|文化记忆,歴史的建築|美術館更新|入口|広場|文化記憶,Design topic: history建筑|art museumrenewal|entry|Design topic: 广场|Design topic: culture记忆,https://kyotocity-kyocera.museum/en/architecture,2020,Jun Aoki + Tezzo Nishizawa,published
CASE-055,Nagasaki Prefectural Art Museum,Nagasaki Prefectural Art Museum,Nagasaki Prefectural Art Museum,Nagasaki Japan,Nagasaki 日本,Nagasaki Japan,https://upload.wikimedia.org/wikipedia/commons/6/68/Nagasaki_Prefectural_Art_Museum_%283611415894%29.jpg,https://commons.wikimedia.org/wiki/File:Nagasaki_Prefectural_Art_Museum_(3611415894).jpg,CC BY-SA 2.0,Kenta Mabuchi,Wikimedia Commons verified cover,,,跨越运河的美术馆把两块场地和水边景观连接起来，形成面向港口的文化公共空间。,「Nagasaki Prefectural Art Museum」は、水辺・美術館・運河・港の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Nagasaki Prefectural Art Museum is a reference case for reading waterfront, art museum, Design topic: 运河, Design topic: 港口. It can inform thesis thinking about mixed programs, operation, and place-making.",水边|美术馆|运河|港口|景观,水辺|美術館|運河|港|景観,waterfront|art museum|Design topic: 运河|Design topic: 港口|Design topic: 景观,https://kkaa.co.jp/en/project/nagasaki-prefectural-art-museum/,2005,Kengo Kuma and Associates,published
CASE-056,Tainan Spring,Tainan Spring,Tainan Spring,Tainan Taiwan,Tainan Taiwan,Tainan Taiwan,/images/graduation/cases/case-056-tainan-spring.jpg,https://commons.wikimedia.org/wiki/File:%E8%87%BA%E5%8D%97%E6%B2%B3%E6%A8%82%E5%BB%A3%E5%A0%B4.jpg,CC BY-SA 4.0,Photo: Pbdragonwang / Wikimedia Commons,Image review 2026-07-04: exact Tainan Spring / HeLe Plaza image accepted via Commons CC BY-SA 4.0.,,,旧购物中心拆除后转化为城市水景公园，重新连接城市、记忆和可停留公共空间。,旧商業施設の跡地を、水辺と公園の公共空間へ変えた都市更新。雨水、涼しさ、滞在を街の中心に戻す事例として読める。,"Tainan Spring is a reference case for reading Design topic: 旧商业体, water landscape, park, urbanrenewal. It can inform thesis thinking about mixed programs, operation, and place-making.",旧商业体|水景|公园|城市更新|慢行,水辺|公園|都市更新|雨水|公共空間,Design topic: 旧商业体|water landscape|park|urbanrenewal|Design topic: 慢行,https://www.mvrdv.com/projects/272/tainan-spring,2020,MVRDV,published
CASE-057,Tsuruoka Cultural Hall,Tsuruoka Cultural Hall,Tsuruoka Cultural Hall,Tsuruoka Japan,Tsuruoka 日本,Tsuruoka Japan,/images/graduation/case-placeholder.svg,,,,Source review 2026-07-04: official facility page confirmed; image remains placeholder because photo reuse rights are not confirmed.,,,地方文化厅以连续屋面和多功能空间支持演出、排练、市民活动和地方文化延续。,「Tsuruoka Cultural Hall」は、文化ホール・演出・市民活動・地域文化の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Tsuruoka Cultural Hall is a reference case for reading Design topic: culture厅, Design topic: 演出, citizenactivity, localculture. It can inform thesis thinking about mixed programs, operation, and place-making.",文化厅|演出|市民活动|地方文化|屋面,文化ホール|演出|市民活動|地域文化|屋根,Design topic: culture厅|Design topic: 演出|citizenactivity|localculture|Design topic: 屋面,https://tact-tsuruoka.jp/information,2017,SANAA,draft
