id,title,title_ja,title_en,summary,summary_ja,summary_en,keywords,keywords_ja,keywords_en,recommended_site_types,recommended_building_types,recommended_building_types_ja,recommended_building_types_en,reference_case_ids,case_relation_notes,case_relation_notes_ja,case_relation_notes_en,source_urls,status,updated_at
ISSUE-051,郊区文化复合园区与青年目的地,郊外文化複合エリアと若者の目的地,Design topic: 郊区cultural complex园区andyouth目地,郊区大型文化园区可吸引青年和游客，但要避免只成为消费地，需要图书、活动、学习和日常停留功能。,郊外の文化複合施設を、若者が目的地として訪れ、展示、読書、制作、イベント、交流を行う場所として設計する課題。,"Use cultural complex, youthculture, Design topic: 郊区, activity to frame “Design topic: 郊区cultural complex园区andyouth目地” as a spatial thesis topic. Connect it with site types and programs such as Design topic: cultural complex馆, youthactivitycenter, then develop it toward a proposal brief.",文化复合|青年文化|郊区|活动,文化複合|若者文化|郊外|活動|出版,cultural complex|youthculture|Design topic: 郊区|activity,SITE-019|SITE-008,文化复合馆|青年活动中心|出版学习园区,文化複合館|若者活動センター|出版学習エリア,Design topic: cultural complex馆|youthactivitycenter|Design topic: 出版learning园区,CASE-051|CASE-021|CASE-035|CASE-108,CASE-051::看文化、出版和青年亚文化如何被组织成郊区目的地。|CASE-021::看文化复合体如何进入城市中心。|CASE-035::看共创平台如何承接学习、创业和活动。,CASE-051::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-021::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-035::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-108::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。,"CASE-051::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-021::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-035::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.bunka.go.jp/|https://kkaa.co.jp/en/project/tokorozawa-sakura-town-kadokawa-culture-museum/,published,2026-07-05
ISSUE-052,水边美术馆与城市慢行,水辺美術館と都市のスローウォーク,Design topic: waterfrontart museumandurban慢行,水边美术馆可以不只是展览盒子，还能连接步道、咖啡、港口记忆和城市散步，形成慢行公共空间。,水辺の美術館や文化施設を、展示だけでなく、港、運河、散歩、休憩と連動する都市のスローウォークとして捉える。,"Use waterfront, art museum, Design topic: 慢行, Design topic: 港口 to frame “Design topic: waterfrontart museumandurban慢行” as a spatial thesis topic. Connect it with site types and programs such as waterfrontart museum, Design topic: 运河culture廊, then develop it toward a proposal brief.",水边|美术馆|慢行|港口,水辺|美術館|歩行|港|運河,waterfront|art museum|Design topic: 慢行|Design topic: 港口,SITE-006,水边美术馆|运河文化廊|港口艺术步道,水辺美術館|運河文化回廊|港アート歩道,waterfrontart museum|Design topic: 运河culture廊|Design topic: 港口art步道,CASE-055|CASE-058|CASE-046|CASE-108,CASE-055::看运河如何连接两块美术馆场地和港口景观。|CASE-058::看水庭如何制造安静的观看体验。|CASE-046::看地下美术馆如何通过自然光连接景观感知。,CASE-055::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-058::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-046::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-108::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。,"CASE-055::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-058::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-046::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.mlit.go.jp/kankocho/|https://kkaa.co.jp/en/project/nagasaki-prefectural-art-museum/,published,2026-07-05
ISSUE-053,开放美术馆与市民广场,開かれた美術館と市民広場,Design topic: openart museumandcitizen广场,地方美术馆若过于封闭会变成少数人的设施，入口、广场和透明界面可把美术馆变成日常公共客厅。,美術館の接地面を街に開き、市民広場、通り抜け、カフェ、イベントを受け止める公共性を考える課題。建物と広場の境界を扱う。,"Use art museum, Design topic: citizen广场, publicness, Design topic: open界面 to frame “Design topic: openart museumandcitizen广场” as a spatial thesis topic. Connect it with site types and programs such as openart museum, Design topic: citizenart广场, then develop it toward a proposal brief.",美术馆|市民广场|公共性|开放界面,美術館|市民広場|公共性|開いた接地面|イベント,art museum|Design topic: citizen广场|publicness|Design topic: open界面,SITE-008|SITE-004,开放美术馆|市民艺术广场|文化客厅,開かれた美術館|市民アート広場|文化リビング,openart museum|Design topic: citizenart广场|Design topic: culture客厅,CASE-053|CASE-047|CASE-054|CASE-103|CASE-109,CASE-053::看开放立面如何让美术馆接近城市日常。|CASE-047::看分散盒子如何和街道形成艺术街区。|CASE-054::看历史美术馆如何通过入口和广场重新打开。,CASE-053::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-047::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-054::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-103::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-109::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。,"CASE-053::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-047::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-054::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.bunka.go.jp/|https://shigerubanarchitects.com/works/oita-prefectural-art-museum/,published,2026-07-05
ISSUE-054,旧购物中心退场与公共水景,旧ショッピングセンターの退場と公共水景,Design topic: 旧购物center退场andpublicwater landscape,旧购物中心退场后常留下大体量空洞，拆除或改造可转化为水景、公园、市集和城市记忆空间。,役割を終えた商業施設や大きな建物の跡地を、水景、公園、市場、休憩の公共空間へ変える課題。撤退後の都市中心部を再編集する。,"Use Design topic: 旧商业体, urbanrenewal, water landscape, park to frame “Design topic: 旧购物center退场andpublicwater landscape” as a spatial thesis topic. Connect it with site types and programs such as urbanwater landscapepark, Design topic: 旧商场regeneration客厅, then develop it toward a proposal brief.",旧商业体|城市更新|水景|公园,旧商業施設|都市更新|水景|公園|市場,Design topic: 旧商业体|urbanrenewal|water landscape|park,SITE-002|SITE-020,城市水景公园|旧商场再生客厅|公共市集,都市水景公園|旧商業施設再生リビング|公共市場,urbanwater landscapepark|Design topic: 旧商场regeneration客厅|Design topic: public市集,CASE-056|CASE-050|CASE-040|CASE-108|CASE-110,CASE-056::看旧购物中心如何转化为水景公园。|CASE-050::看线性公园和商业活动如何重塑城市中心。|CASE-040::看商业和屋上公园如何叠合公共性。,CASE-056::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-050::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-040::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-108::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-110::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-056::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-050::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-040::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.mlit.go.jp/|https://www.mvrdv.com/projects/272/tainan-spring,published,2026-07-05
ISSUE-055,共享住宅与青年居住孤独,シェアハウスと若者の居住孤独,Design topic: shared housingandyouth居住loneliness,青年独居和高房租压力下，共享住宅可通过厨房、学习、工作和小型公共客厅创造非家庭式支持网络。,若者の孤独や住まいの不安に対して、共同キッチン、作業室、小さな共有リビングを持つ住まいを考える課題。生活と交流の距離を設計する。,"Use shared housing, youth, loneliness, Design topic: 共居 to frame “Design topic: shared housingandyouth居住loneliness” as a spatial thesis topic. Connect it with site types and programs such as shared housing, Design topic: 共居kitchen, then develop it toward a proposal brief.",共享住宅|青年|孤独|共居,シェアハウス|若者|孤独|共同居住|キッチン,shared housing|youth|loneliness|Design topic: 共居,SITE-003|SITE-019,共享住宅|共居厨房|青年生活客厅,シェアハウス|共同居住キッチン|若者生活リビング,shared housing|Design topic: 共居kitchen|Design topic: youth生活客厅,CASE-012|CASE-035|CASE-074|CASE-104,CASE-012::看团地再生如何重组底层服务和公共生活。|CASE-035::看共创办公如何连接居住之外的学习和工作。,CASE-012::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-035::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-074::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-104::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。,"CASE-012::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-035::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.mhlw.go.jp/|https://www.mlit.go.jp/,published,2026-07-05
ISSUE-056,历史美术馆更新与入口再设计,歴史的美術館の更新と入口再設計,Design topic: historyart museumrenewalandentry再设计,老美术馆常有历史价值但入口封闭、无障碍不足，更新可通过下沉入口、广场和咖啡重新接入城市。,歴史的な美術館や文化施設を、保存するだけでなく、入口、広場、バリアフリー、展示動線を更新して現代の公共施設にする課題。,"Use Design topic: history建筑, art museumrenewal, entry, Design topic: 无障碍 to frame “Design topic: historyart museumrenewalandentry再设计” as a spatial thesis topic. Connect it with site types and programs such as historyart museumrenewal, Design topic: cultureentry广场, then develop it toward a proposal brief.",历史建筑|美术馆更新|入口|无障碍,歴史的建築|美術館更新|入口|バリアフリー|文化記憶,Design topic: history建筑|art museumrenewal|entry|Design topic: 无障碍,SITE-008|SITE-006,历史美术馆更新|文化入口广场|无障碍展览馆,歴史的美術館更新|文化入口広場|バリアフリー展示館,historyart museumrenewal|Design topic: cultureentry广场|Design topic: 无障碍exhibition馆,CASE-054|CASE-051|CASE-060|CASE-109,CASE-054::看历史公共美术馆如何通过入口和地下动线更新。|CASE-051::看文化复合体如何用强烈形象吸引新观众。|CASE-060::看传统收藏如何连接庭园和观光街区。,CASE-054::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-051::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-060::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-109::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。,"CASE-054::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-051::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-060::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://kyotocity-kyocera.museum/en/architecture|https://www.bunka.go.jp/,published,2026-07-05
ISSUE-057,地方文化厅与表演活动延续,地域文化ホールと表現活動の継続,Design topic: localculture厅and表演activity延续,地方演出设施常只在活动日被使用，可加入排练、学习、咖啡和开放大厅，让文化厅成为平日也可用的节点。,地域文化ホールを、鑑賞だけでなく、稽古、発表、日常利用、市民活動が続く場として考える課題。表現活動の前後の居場所も扱う。,"Use Design topic: culture厅, Design topic: 演出, citizenactivity, localculture to frame “Design topic: localculture厅and表演activity延续” as a spatial thesis topic. Connect it with site types and programs such as Design topic: localculture厅, Design topic: 排练exchange馆, then develop it toward a proposal brief.",文化厅|演出|市民活动|地方文化,文化ホール|上演|市民活動|地域文化|稽古,Design topic: culture厅|Design topic: 演出|citizenactivity|localculture,SITE-008|SITE-006,地方文化厅|排练交流馆|开放大厅,地域文化ホール|稽古交流館|開放ロビー,Design topic: localculture厅|Design topic: 排练exchange馆|Design topic: open大厅,CASE-027|CASE-029|CASE-107|CASE-108,CASE-027::看地方公共设施如何承载多代停留。|CASE-029::看图书馆和市民活动如何成为非商业公共空间。,CASE-027::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-029::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-107::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-108::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。,"CASE-027::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-029::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.bunka.go.jp/|https://iwan.com/portfolio/tsuruoka-cultural-center-sanaa/,published,2026-07-05
ISSUE-058,私人收藏与公共教育转化,個人コレクションと公共教育への転換,Design topic: 私人收藏andpubliceducation转化,私人收藏型美术馆若只服务观赏，可通过教育工坊、档案和水庭休息，把收藏转化为公共学习资源。,個人コレクションや専門的な資料を、公共教育、展示、アーカイブ、庭の体験へ開く課題。収蔵と学習の距離を建築で調整する。,"Use Design topic: 私人收藏, publiceducation, art museum, Design topic: 档案 to frame “Design topic: 私人收藏andpubliceducation转化” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 收藏education馆, Design topic: art档案室, then develop it toward a proposal brief.",私人收藏|公共教育|美术馆|档案,個人コレクション|公共教育|美術館|アーカイブ|庭,Design topic: 私人收藏|publiceducation|art museum|Design topic: 档案,SITE-008|SITE-016,收藏教育馆|艺术档案室|水庭学习空间,収蔵教育館|アートアーカイブ室|水庭学習空間,Design topic: 收藏education馆|Design topic: art档案室|Design topic: 水庭learningspace,CASE-052|CASE-058|CASE-060|CASE-103,CASE-052::看私人收藏如何通过连续画廊形成沉浸学习。|CASE-058::看水庭和茶室如何让收藏空间变成安静公共体验。|CASE-060::看传统收藏如何连接观光和文化学习。,CASE-052::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-058::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-060::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-103::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。,"CASE-052::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-058::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-060::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.nikken.co.jp/en/projects/cultural/hoki_museum.html|https://www.sagawa-artmuseum.or.jp/en/,published,2026-07-05
ISSUE-059,水上艺术与地域景观体验,水上アートと地域景観体験,Design topic: 水上artand地域景观体验,湖岸、运河和港湾的艺术设施可把景观、步行、停留和地方记忆组织起来，成为非商业的慢体验路径。,水上や湖岸のアート施設を、作品鑑賞だけでなく、地域景観、歩行、滞在、季節の変化を体験する場所として考える課題。,"Use Design topic: 水上art, Design topic: 地域景观, Design topic: 慢行, art museum to frame “Design topic: 水上artand地域景观体验” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 水上art馆, Design topic: 景观步行廊, then develop it toward a proposal brief.",水上艺术|地域景观|慢行|美术馆,水上アート|地域景観|歩行|美術館|湖岸,Design topic: 水上art|Design topic: 地域景观|Design topic: 慢行|art museum,SITE-006|SITE-018,水上艺术馆|景观步行廊|湖岸文化节点,水上アート館|景観歩行回廊|湖岸文化ノード,Design topic: 水上art馆|Design topic: 景观步行廊|Design topic: 湖岸culture节点,CASE-045|CASE-055|CASE-058|CASE-108,CASE-045::看岛屿艺术设施如何与自然感知结合。|CASE-055::看运河美术馆如何整合水边和艺术。|CASE-058::看水庭如何形成漂浮感和安静体验。,CASE-045::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-055::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-058::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-108::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。,"CASE-045::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-055::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-058::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://benesse-artsite.jp/en/art/teshima-artmuseum.html|https://www.sagawa-artmuseum.or.jp/en/,published,2026-07-05
ISSUE-060,文化园区与青年亚文化入口,文化エリアと若者サブカルチャーの入口,Design topic: culture园区andyouth亚cultureentry,动漫、出版、展览和活动园区能吸引青年，但建筑需要提供免费停留、学习和创作入口，避免只有消费。,出版、展示、制作、店舗、イベントを組み合わせ、若者が文化に触れる入口となる街区を考える課題。サブカルチャーを公共空間に接続する。,"Use youthculture, Design topic: 出版, exhibition, creative production to frame “Design topic: culture园区andyouth亚cultureentry” as a spatial thesis topic. Connect it with site types and programs such as youthcultureentry, Design topic: creative productionlearning馆, then develop it toward a proposal brief.",青年文化|出版|展览|创作,若者文化|出版|展示|創作|街区,youthculture|Design topic: 出版|exhibition|creative production,SITE-019,青年文化入口|创作学习馆|展览活动街区,若者文化入口|創作学習館|展示活動街区,youthcultureentry|Design topic: creative productionlearning馆|exhibitionactivityneighborhood,CASE-051|CASE-040|CASE-034|CASE-108,CASE-051::看出版和亚文化如何聚合成大型文化目的地。|CASE-040::看商业复合体如何叠加公共运动和公园。|CASE-034::看开放工坊如何支持自由制作和偶发交流。,CASE-051::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-040::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-034::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。|CASE-108::この事例は、課題に近い用途の複合、公共性、運営、滞在のつくり方を比較するための参考になる。,"CASE-051::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-040::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-034::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://kkaa.co.jp/en/project/tokorozawa-sakura-town-kadokawa-culture-museum/|https://www.meti.go.jp/,published,2026-07-05
ISSUE-061,大型赛事遗产的日常化,大型イベント遺産の日常化,Design topic: 大型赛事heritage日常化,奥运和大型赛事设施在赛后容易脱离日常，建筑可把边缘、公园、运动和社区服务重组为平日可用的公共空间。,イベント遺産・スポーツ公園・日常化・開放空間を手がかりに「大型イベント遺産の日常化」を空間課題として捉える。イベント遺産リビング、スポーツ公園サービス拠点などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use Design topic: 赛事heritage, Design topic: 体育park, Design topic: 日常化, openspace to frame “Design topic: 大型赛事heritage日常化” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 赛事heritage客厅, Design topic: 体育parkservice站, then develop it toward a proposal brief.",赛事遗产|体育公园|日常化|开放空间,イベント遺産|スポーツ公園|日常化|開放空間,Design topic: 赛事heritage|Design topic: 体育park|Design topic: 日常化|openspace,SITE-016|SITE-015,赛事遗产客厅|体育公园服务站|开放运动廊,イベント遺産リビング|スポーツ公園サービス拠点|開放運動廊,Design topic: 赛事heritage客厅|Design topic: 体育parkservice站|Design topic: open运动廊,CASE-061|CASE-040|CASE-068|CASE-117,CASE-061::看国家体育场如何通过木质檐口和公园边界降低大型设施距离感。|CASE-040::看商业和屋上公园如何叠加运动与停留。|CASE-068::看线状公园如何承接青年运动和城市缝隙更新。,CASE-061::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-040::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-068::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-117::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-061::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-040::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-068::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://kkaa.co.jp/en/project/japan-national-stadium/|https://www.mext.go.jp/,published,2026-07-05
ISSUE-062,灾后临时住宅与长期恢复,災後仮設住宅と長期回復,Design topic: post-disaster临时住宅and长期恢复,灾害后的临时居住不只解决屋顶，还关系邻里、尊严和长期恢复；建筑可记录恢复过程并转化为防灾学习空间。,災後復興・仮設住宅・近隣支援・防災を手がかりに「災後仮設住宅と長期回復」を空間課題として捉える。災後生活アーカイブ館、近隣回復センターなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use Design topic: post-disaster复兴, Design topic: 临时住宅, Design topic: 邻里支持, disaster prevention to frame “Design topic: post-disaster临时住宅and长期恢复” as a spatial thesis topic. Connect it with site types and programs such as Design topic: post-disaster生活档案馆, Design topic: 邻里恢复center, then develop it toward a proposal brief.",灾后复兴|临时住宅|邻里支持|防灾,災後復興|仮設住宅|近隣支援|防災,Design topic: post-disaster复兴|Design topic: 临时住宅|Design topic: 邻里支持|disaster prevention,SITE-010|SITE-013,灾后生活档案馆|邻里恢复中心|防灾学习住宅,災後生活アーカイブ館|近隣回復センター|防災学習住宅,Design topic: post-disaster生活档案馆|Design topic: 邻里恢复center|Design topic: disaster preventionlearning住宅,CASE-015|CASE-081|CASE-096|CASE-100|CASE-056,,CASE-015::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-081::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-096::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-100::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-056::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,,https://shigerubanarchitects.com/works/hh/container-house/|https://www.bousai.go.jp/,published,2026-07-05
ISSUE-063,道之驿向地方服务中心升级,道の駅から地域サービスセンターへ,Design topic: roadside station向localservicecenter升级,道之驿不应只是停车和购物，可加入共创办公、社区会议、食育和灾时支援，成为地方入口型公共设施。,道の駅・地域サービス・共創オフィス・地域食を手がかりに「道の駅から地域サービスセンターへ」を空間課題として捉える。地域サービス道の駅、道路共創センターなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use roadside station, localservice, Design topic: 共创办公, local food to frame “Design topic: roadside station向localservicecenter升级” as a spatial thesis topic. Connect it with site types and programs such as localserviceroadside station, Design topic: 道路共创center, then develop it toward a proposal brief.",道之驿|地方服务|共创办公|地域食,道の駅|地域サービス|共創オフィス|地域食,roadside station|localservice|Design topic: 共创办公|local food,SITE-012|SITE-004,地方服务道之驿|道路共创中心|食育防灾站,地域サービス道の駅|道路共創センター|食育防災拠点,localserviceroadside station|Design topic: 道路共创center|Design topic: food educationdisaster prevention站,CASE-063|CASE-043|CASE-033|CASE-101,CASE-063::看新道之驿如何加入共创办公和社区会议功能。|CASE-043::看地方木材和土如何构成道之驿的大屋顶。|CASE-033::看温泉街服务站如何复合足汤、店铺和生态水景。,CASE-063::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-043::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-033::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-101::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-063::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-043::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-033::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://kkaa.co.jp/en/project/roadside-station-aino-tsuchiyama/|https://www.mlit.go.jp/,published,2026-07-05
ISSUE-064,山村公共设施与地方身份延续,山村公共施設と地域アイデンティティの継続,Design topic: 山村publicfacilityandlocal身份延续,人口减少地区的公共设施需要比功能更进一步，回应地形、材料和集落记忆，成为居民愿意继续使用的地方象征。,山村・地域アイデンティティ・公共活動・伝統景観を手がかりに「山村公共施設と地域アイデンティティの継続」を空間課題として捉える。山村コミュニティ館、地域材料活動拠点などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use Design topic: 山村, Design topic: local身份, public activities, Design topic: 传统景观 to frame “Design topic: 山村publicfacilityandlocal身份延续” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 山村community馆, Design topic: local材料activity站, then develop it toward a proposal brief.",山村|地方身份|公共活动|传统景观,山村|地域アイデンティティ|公共活動|伝統景観,Design topic: 山村|Design topic: local身份|public activities|Design topic: 传统景观,SITE-012|SITE-008,山村社区馆|地方材料活动站|集落记忆客厅,山村コミュニティ館|地域材料活動拠点|集落記憶リビング,Design topic: 山村community馆|Design topic: local材料activity站|Design topic: 集落记忆客厅,CASE-027|CASE-043|CASE-124|CASE-125,CASE-027::看地方图书馆和福祉设施如何承载多代停留。|CASE-043::看道之驿如何以地方材料塑造入口形象。,CASE-027::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-043::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-124::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-125::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-027::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-043::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://kkaa.co.jp/en/project/takayanagi-community-center/|https://www.soumu.go.jp/,published,2026-07-05
ISSUE-065,育儿支援从机构到街角,子育て支援を施設から街角へ,Design topic: childcaresupportfrom机构to街角,育儿支援若藏在机构内部，家长难以自然进入；街角型设施可把咨询、游戏、工坊和等待变成日常可见的支持。,子育て・親子・街角・相談を手がかりに「子育て支援を施設から街角へ」を空間課題として捉える。親子街角拠点、子育て相談リビングなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use childcare, Design topic: 亲子, Design topic: 街角, consultation to frame “Design topic: childcaresupportfrom机构to街角” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 亲子街角站, Design topic: childcareconsultation客厅, then develop it toward a proposal brief.",育儿|亲子|街角|咨询,子育て|親子|街角|相談,childcare|Design topic: 亲子|Design topic: 街角|consultation,SITE-011|SITE-007,亲子街角站|育儿咨询客厅|儿童工坊,親子街角拠点|子育て相談リビング|子ども工房,Design topic: 亲子街角站|Design topic: childcareconsultation客厅|childrenworkshop,CASE-023|CASE-076|CASE-103|CASE-112,,CASE-023::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-076::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-103::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-112::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,,https://e-ensha.com/en-au-childcare-support/|https://www.mhlw.go.jp/,published,2026-07-05
